Title,Cites,Year,Reference,Publisher,Tag,Link,Description
Detecting disorders in retinal images using machine learning techniques,7, 2021,"JA Gnanaselvi, GM Kalavathy - Journal of Ambient Intelligence and …, 2021 - Springer",Springer, Journal of Ambient Intelligence and …,https://link.springer.com/article/10.1007/s12652-020-01841-2,"… Diabetic retinopathy also known as diabetic eye disease … To diagnosis the various disorder 
in earlier stage by using … operation and finally machine learning classification algorithm are …"
Integration of different fuzzy rule-induction methods to improve the classification of patients with diabetic retinopathy,6, 2017,"I Aguiló - Recent Advances in Artificial Intelligence Research …, 2017 - books.google.com",books.google.com, Recent Advances in Artificial Intelligence Research …,https://books.google.com/books?hl=en&lr=&id=nvA-DwAAQBAJ&oi=fnd&pg=PA6&dq=machine+learning+and+diabetic+retinopathy+classification+or+diagnosis&ots=nBj1oUjdG5&sig=CSVjLa97fk074zElQQAq4LGKz6o,"… integration of two machine learning methods that generate a set of fuzzy classification rules. 
… to help the physicians in the diagnosis of Diabetic Retinopathy has been presented. This …"
The clinical influence after implementation of convolutional neural network-based software for diabetic retinopathy detection in the primary care setting,1, 2021,"YH Li, WHH Sheu, CC Chou, CH Lin, YS Cheng… - Life, 2021 - mdpi.com",mdpi.com, Life,https://www.mdpi.com/1021656,"… We integrated deep-learning-based software for diabetic retinopathy (DR) grading into the 
… Recent publications have shown that the diagnostic performance of some deep learning …"
AI for the Detection of the Diabetic Retinopathy,1, 2022,"E Vocaturo, E Zumpano - Integrating Artificial Intelligence and IoT for …, 2022 - Springer",Springer, Integrating Artificial Intelligence and IoT for …,https://link.springer.com/chapter/10.1007/978-3-030-91181-2_8,"… diagnosis of diabetes, about the 21% of patients with type 2 … involves direct and indirect 
ophthalmoscopy, AI, deep learning, … classification algorithms to perform diagnosis on diabetic …"
Hinge attention network: A joint model for diabetic retinopathy severity grading,1, 2022,"NS Shaik, TK Cherukuri - Applied Intelligence, 2022 - Springer",Springer, Applied Intelligence,https://link.springer.com/article/10.1007/s10489-021-03043-5,"… features to accurately diagnose the severity grade of diabetic retinopathy. Accomplishing 
the proposed objective, we design and implement a deep learning based workflow model …"
Automatic grading of retinal blood vessel in deep retinal image diagnosis,8, 2020,"D Maji, AA Sekh - Journal of Medical Systems, 2020 - Springer",Springer, Journal of Medical Systems,https://link.springer.com/article/10.1007/s10916-020-01635-1,"… In this work we have studied the state-of-the-art machine learning algorithms and proposed 
an attention … Fundus image classification for diabetic retinopathy using disease severity …"
Gaussian Bayes classifier for medical diagnosis and grading: application to diabetic retinopathy,26, 2010,"AFM Hani, HA Nugroho… - 2010 IEEE EMBS …, 2010 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2010 IEEE EMBS …,https://ieeexplore.ieee.org/abstract/document/5742198/,"… of disease severity classification is diabetic retinopathy. Diabetic retinopathy (DR) is a sight 
threatening complication due to diabetes mellitus that affects the retina. There are five levels …"
Drdr: Automatic masking of exudates and microaneurysms caused by diabetic retinopathy using mask r-cnn and transfer learning,15, 2021,"F Shenavarmasouleh, HR Arabnia - Advances in computer vision and …, 2021 - Springer",Springer, Advances in computer vision and …,https://link.springer.com/chapter/10.1007/978-3-030-71051-4_24,"… Deep Learning in the past few years, we are now able to handle this task very well. Since 
AlexNet [19] won the ImageNet image classification … diagnose the infamous diabetic retinopathy…"
A novel diabetic retinopathy grading using modified deep neural network with segmentation of blood vessels and retinal abnormalities,1, 2022,"PC Sau, A Bansal - Multimedia Tools and Applications, 2022 - Springer",Springer, Multimedia Tools and Applications,https://link.springer.com/article/10.1007/s11042-022-13056-y,"… machine learning approaches improves the accessibility and enhancement of DR screening 
that also focuses on improving the diagnostic … this paper uses deep learning for DR grading. …"
Current status and future possibilities of retinal imaging in diabetic retinopathy care applicable to low-and medium-income countries,3, 2021,"Y Attiku, Y He, MG Nittala… - Indian Journal of …, 2021 - ncbi.nlm.nih.gov",ncbi.nlm.nih.gov, Indian Journal of …,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8725126/,"… for the diagnosis and monitoring of many retinal conditions. … few years, machine learning and 
deep learning have been … available for the diagnosis, classification, and management of DR…"
Superpixel based segmentation for multilesion detection in diabetic retinopathy,5, 2019,"S Praveena, R Lavanya - 2019 3rd International Conference on …, 2019 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2019 3rd International Conference on …,https://ieeexplore.ieee.org/abstract/document/8862636/,"… Non-segmentation approaches like deep learning have been employed as an alternative 
for DR diagnosis. However, these techniques directly grade the image through classification …"
"A Comparison of Computer Vision Methods for the Combined Detection of Glaucoma, Diabetic Retinopathy and Cataracts",2, 2021,"J Orfao, D Haar - Annual Conference on Medical Image Understanding …, 2021 - Springer",Springer, Annual Conference on Medical Image Understanding …,https://link.springer.com/chapter/10.1007/978-3-030-80432-9_3,"… automated detection and grading of diabetic retinopathy. The … Three pipelines were 
constructed of which, 12 deep learning … -assisted diagnosis (CAD) system for diabetic retinopathy …"
Bimodal learning via trilogy of skip-connection deep networks for diabetic retinopathy risk progression identification,33, K Kim,"CH Hua, T Huynh-The, K Kim, SY Yu, T Le-Tien… - International Journal of …, 2019 - Elsevier",Elsevier,The,https://www.sciencedirect.com/science/article/pii/S1386505619303557,"… Therefore, to our best knowledge, utilizing deep learning to … ) for certain objectives of 
diagnosis, treatment or follow-up (eg … Grading diabetic retinopathy from stereoscopic color fundus …"
Diabetic retinopathy stage classification,3, 2020,"R Bajaj, S Garg, D Kulkarni - 2nd International Conference on …, 2020 - papers.ssrn.com",papers.ssrn.com, 2nd International Conference on …,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3645460,"… Diagnosis of the disease manually requires skilled individuals to identify distinct features, … 
classifiers to address diabetic retinopathy problems. Also, deep learning which the sole of this …"
Diabetic retinopathy risk prediction for fundus examination using sparse learning: a cross-sectional study,69, 2013,"TK Yoo, EC Park - BMC medical informatics and decision making, 2013 - Springer",Springer, BMC medical informatics and decision making,https://link.springer.com/article/10.1186/1472-6947-13-106,"… learning has emerged as a tool for analyzing large-scale biomarker patterns [15, 16]. Sparse 
learning is an area of machine learning … to the newly-diagnosed diabetic patients. We …"
Automated Diagnosis of Optical Coherence Tomography Angiography (OCTA) Based on Machine Learning Techniques,3, 2022,"I Yasser, F Khalifa, H Abdeltawab, M Ghazal… - Sensors, 2022 - mdpi.com",mdpi.com, Sensors,https://www.mdpi.com/1547788,"… Diabetic retinopathy (DR) is among several retinal diseases that represent major public 
health … We compared our system’s classification accuracy to that of other deep learning and …"
Identification of different stages of diabetic retinopathy using retinal optical images,293, 2008,"WL Yun, UR Acharya, YV Venkatesh, C Chee… - Information …, 2008 - Elsevier",Elsevier, Information …,https://www.sciencedirect.com/science/article/pii/S0020025507003635,"… vision, machine learning, pattern recognition and expert systems. … classification of different 
stages of the diabetic retinopathy. … This system was able to diagnose the diabetes retinopathy …"
Detection of diabetic retinopathy images using a fully convolutional neural network,10, 2018,"M Jena, SP Mishra, D Mishra - 2018 2nd International …, 2018 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2018 2nd International …,https://ieeexplore.ieee.org/abstract/document/8588972/,"… A deep learning model based on fully convolutional neural network is developed to classify 
… For the study and diagnosis of various diseases li e glaucoma and detection of complication …"
Interpretation of deep learning using attributions: application to ophthalmic diagnosis,21, 2020,"A Singh, AR Mohammed, J Zelek… - … of machine learning …, 2020 - spiedigitallibrary.org",spiedigitallibrary.org, … of machine learning …,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11511/115110A/Interpretation-of-deep-learning-using-attributions--application-to-ophthalmic/10.1117/12.2568631.short,"… a deep learning network for retinal OCT image classification … neovascularization (CNV), 
diabetic macular edema (DME) … Retinal diseases such as glaucoma, diabetic retinopathy (DR…"
Machine learning and artificial intelligence in the service of medicine: Necessity or potentiality?,49, 2020,"T Alsuliman, D Humaidan, L Sliman - Current research in translational …, 2020 - Elsevier",Elsevier, Current research in translational …,https://www.sciencedirect.com/science/article/pii/S2452318620300192,"… diagnostic classification results versus PVSG diagnostic … of diabetes mellitus on the eyes, 
mainly diabetic retinopathy (DR). Sayers and colleagues showed how using a deep learning …"
Diabetic retinopathy classification using deeply supervised ResNet,23, Advanced & …,"D Zhang, W Bu, X Wu - … Intelligence & Computing, Advanced & …, 2017 - ieeexplore.ieee.org",ieeexplore.ieee.org, … Intelligence & Computing,https://ieeexplore.ieee.org/abstract/document/8397469/,"… Dream: Diabetic retinopathy analysis using machine learning. … Diagnosis of diabetic 
retinopathy using machine learning … Automated identification of diabetic retinopathy stages using …"
Applying supervised contrastive learning for the detection of diabetic retinopathy and its severity levels from fundus images,3, 2022,"MR Islam, LF Abdulrazak, M Nahiduzzaman… - Computers in Biology …, 2022 - Elsevier",Elsevier, Computers in Biology …,https://www.sciencedirect.com/science/article/pii/S0010482522003948,"… to the use of sophisticated grading systems during the DR diagnosis. Furthermore, … diagnosis 
systems. Many researchers have developed several machine learning and deep learning …"
Trends in the application of deep learning networks in medical image analysis: Evolution between 2012 and 2020,15, 2022,"L Wang, H Wang, Y Huang, B Yan, Z Chang… - European Journal of …, 2022 - Elsevier",Elsevier, European Journal of …,https://www.sciencedirect.com/science/article/pii/S0720048X21005507,"… with the assistance of computer-aided diagnostic techniques. … pattern recognition for diabetic 
retinopathy studies using OCT … studies for symptom classification and risk stratification of …"
Cloud‐based onboard prediction and diagnosis of diabetic retinopathy,1, 2021,"G Sundharamurthy… - … and Computation: Practice …, 2021 - Wiley Online Library",Wiley Online Library, … and Computation: Practice …,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.6444,"… machine learning and deep learning algorithms in the real-time automation system, the sign 
of diabetic retinopathy … This diagnosis purely depends on the classification of dark and bright …"
Diabetic retinopathy prediction by ensemble learning based on biochemical and physical data,6, 2021,"Z Shen, Q Wu, Z Wang, G Chen, B Lin - Sensors, 2021 - mdpi.com",mdpi.com, Sensors,https://www.mdpi.com/1424-8220/21/11/3663,"… help the prediction and diagnosis of diabetic retinopathy. … massive retinal image data, experts 
often use deep learning to … for further reducing the diabetic retinopathy classification time. …"
Code-free deep learning for multi-modality medical image classification,57, 2021,"E Korot, Z Guan, D Ferraz, SK Wagner… - … Machine Intelligence, 2021 - nature.com",nature.com, … Machine Intelligence,https://www.nature.com/articles/s42256-021-00305-2,"… fundus photography and OCT scans, we evaluate the diagnostic accuracy and features of … 
metadata such as source International Classification of Diabetic Retinopathy (ICDR) grades. …"
Comparison of Different Machine Learning Classifiers for Glaucoma Diagnosis Based on Spectralis OCT,11, 2021,"CW Wu, HL Shen, CJ Lu, SH Chen, HY Chen - Diagnostics, 2021 - mdpi.com",mdpi.com, Diagnostics,https://www.mdpi.com/1278196,"… : circumpapillary retinal nerve fiber layer (cRNFL) thickness, Bruch’s membrane opening-minimum 
rim width (BMO-MRW), macular Early Treatment Diabetic Retinopathy (ETDRS) …"
Analysis of adversarial based augmentation for diabetic retinopathy disease grading,11, 2020,"R Balasubramanian, V Sowmya… - 2020 11th …, 2020 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2020 11th …,https://ieeexplore.ieee.org/abstract/document/9225684/,"… DR diagnosis demands more time on detection from fundus images. An accurate automatic 
… The deep learning era has made the classification even better with deep convolutional layers…"
Artificial intelligence in retina,424, A Sadeghipour,"U Schmidt-Erfurth, A Sadeghipour, BS Gerendas… - … retinal and eye research, 2018 - Elsevier",Elsevier,Erfurth,https://www.sciencedirect.com/science/article/pii/S1350946218300119,"… of diabetic retinopathy (DR). The overall potential of ML/DL includes screening, diagnostic 
grading … Today, when we consider AI we almost exclusively have machine learning in mind. …"
Clinical characterization of data-driven diabetes subgroups in Mexicans using a reproducible machine learning approach,31, JP Bahena,"OY Bello-Chavolla, JP Bahena-López… - BMJ Open Diabetes …, 2020 - drc.bmj.com",drc.bmj.com,Chavolla,https://drc.bmj.com/content/8/1/e001550.abstract,"… and decreased 2-year diabetic retinopathy risk for the obesity… We hypothesized that training 
SNNN to classify diabetes … Subjects with previous diagnosis of diabetes, HbA1c ≥6.5% or …"
Feature extraction and classification of retinal images for automated detection of Diabetic Retinopathy,35, 2016,"R Harini, N Sheela - 2016 Second International Conference on …, 2016 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2016 Second International Conference on …,https://ieeexplore.ieee.org/abstract/document/7802862/,"… diagnosed by the ophthalmologists with the help of the Digital image processing. The retinal 
… The objective is to develop an system for Diabetic Retinopathy detection and classification. …"
New deep neural nets for fine-grained diabetic retinopathy recognition on hybrid color space,92, 2016,"HH Vo, A Verma - 2016 IEEE International Symposium on …, 2016 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2016 IEEE International Symposium on …,https://ieeexplore.ieee.org/abstract/document/7823616/,"… Meanwhile the manual process of grading a retina image … In this work, we propose novel 
deep learning convolutional … Each image has been diagnosed with a DR stage from 0 to 3. …"
Adversarial exposure attack on diabetic retinopathy imagery,22, Q Guo,"Y Cheng, F Juefei-Xu, Q Guo, H Fu, X Xie… - arXiv preprint arXiv …, 2020 - arxiv.org",arxiv.org,Xu,https://arxiv.org/abs/2009.09231,"… DNN-based diabetic retinopathy (DR) diagnostic system. We first … DNN-based automated 
DR diagnostic system. This paper … and grading of diabetic retinopathy via two-stages deep …"
An ophthalmologist's guide to deciphering studies in artificial intelligence,32, 2019,"DSW Ting, AY Lee, TY Wong - Ophthalmology, 2019 - aaojournal.org",aaojournal.org, Ophthalmology,https://www.aaojournal.org/article/S0161-6420(19)32081-0/abstract,"… exceptional diagnostic performance using deep learning algorithms … of a deep learning 
system for diabetic retinopathy and related … explanation to assist grading for diabetic retinopathy. …"
Progress in automated deep learning for macular degeneration,23, JM Seddon ,"HS Sandhu, A El-Baz, JM Seddon - JAMA ophthalmology, 2018 - jamanetwork.com",jamanetwork.com,Baz,https://jamanetwork.com/journals/jamaophthalmology/article-abstract/2702903,"… photograph as demonstrating diabetic retinopathy or not through … labeled by an expert in 
diagnosis and classification. … data that deep learning programs require to produce a diagnostic …"
A new strategy for the detection of diabetic retinopathy using a smartphone app and machine learning methods embedded on cloud computer,4, 2020,"SSA Alves, AG Matos, JS Almeida… - 2020 IEEE 33rd …, 2020 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2020 IEEE 33rd …,https://ieeexplore.ieee.org/abstract/document/9183361/,"… for the computer assisted diagnostics of diabetic retinopathy. This dataset was … [19] 
classification for diabetic retinopathy we seek a proper staging as follows: • Initial diabetic retinopathy …"
Classification of normal and abnormal retinal images by using feature-based machine learning approach,10, computing,"P Yadav, NP Singh - Recent trends in communication, computing, and …, 2019 - Springer",Springer, Recent trends in communication,https://link.springer.com/chapter/10.1007/978-981-13-2685-1_37,"… Diagnosis of diabetic retinopathy using morphological process and svm classifier. In 
2013 International Conference on Communications and Signal Processing (ICCSP) (pp. 873–877). …"
"Comparison of conventional statistical methods with machine learning in medicine: diagnosis, drug development, and treatment",84, 2020,"HSR Rajula, G Verlato, M Manchia, N Antonucci… - Medicina, 2020 - mdpi.com",mdpi.com, Medicina,https://www.mdpi.com/820736,"… for several tasks, such as diagnosis and classification, and survival predictions. … the 
diagnostic process of diabetic retinopathy [3,4]. Another example is rehabilitation, where learning …"
Comparison of automated and expert human grading of diabetic retinopathy using smartphone-based retinal photography,5, 2021,"TN Kim, MT Aaberg, P Li, JR Davila, M Bhaskaranand… - Eye, 2021 - nature.com",nature.com, Eye,https://www.nature.com/articles/s41433-020-0849-5,"… diagnosis when evaluating the efficacy of combining smartphone-based retinal imaging and 
autonomous grading… not been previously explored in conjunction with autonomous grading. …"
Understanding inherent image features in CNN-based assessment of diabetic retinopathy,9, 2021,"R Reguant, S Brunak, S Saha - Scientific Reports, 2021 - nature.com",nature.com, Scientific Reports,https://www.nature.com/articles/s41598-021-89225-0,"… Automatic grading for diabetic retinopathy has many benefits. It … Moreover, we clearly highlight 
that the use of deep learning and … of the AI in order to support the diagnosis and consider …"
Diabetic retinopathy classification using support vector machine with hyperparameter optimization,3, 2019,"NI Ab Kadera, UK Yusofa, S Naima - Int. J. Advance Soft Compu. Appl, 2019 - i-csrs.org",i-csrs.org, Int. J. Advance Soft Compu. Appl,http://www.i-csrs.org/Volumes/ijasca/5_p76-93_Diabetic%20Retinopathy%20Classification%20using%20Support%20Vector%20Machine%20with%20Hyperparameter%20Optimization.pdf,"… that may help ophthalmologist to classify the severity of DR … machine learning to propose 
an automatic DR classification … are to classify whether a person is being diagnosed with DR or …"
Detection of signs of disease in external photographs of the eyes via deep learning,8, 2022,"B Babenko, A Mitani, I Traynis, N Kitade… - Nature biomedical …, 2022 - nature.com",nature.com, Nature biomedical …,https://www.nature.com/articles/s41551-022-00867-5,"… to detect diabetic retinopathy (DR), diabetic macular oedema … and diabetic retinal disease 
diagnoses (DR, diabetic macular … Early Treatment Diabetic Retinopathy Study grading protocol …"
Artificial intelligence for the detection of diabetic retinopathy in primary care: protocol for algorithm development,14, DR Fibla,"J Vidal-Alaball, DR Fibla, MA Zapata… - JMIR research …, 2019 - researchprotocols.org",researchprotocols.org,Alaball,https://www.researchprotocols.org/2019/2/e12539/,"… intelligence (AI) applied to the classification … AI technology (deep learning system) connected 
to a reading center with a board of retinal experts to confirm the positive cases diagnosed …"
Effective Parameter Tuning of Convolution Network in Predicting Diabetic Retinopathy,1, 2022,"S Karkuzhali, P Thendral… - Journal of Positive …, 2022 - journalppw.com",journalppw.com, Journal of Positive …,https://journalppw.com/index.php/jpsp/article/view/7036,"… processing and deep learning techniques to diagnose DR is the … for evaluating machine 
learning models for diabetic retinopathy. … and grading system of diabetic retinopathy using deep …"
Applications of deep learning and artificial intelligence in retina,16, 2019,"RC Date, SJ Jesudasen, CY Weng - International …, 2019 - journals.lww.com",journals.lww.com, International …,https://journals.lww.com/internat-ophthalmology/FullText/2019/05910/Applications_of_Deep_Learning_and_Artificial.4.aspx,"… deep learning algorithm can potentially produce a diagnosis … In transitioning from human to 
deep learning image grading, … unless a deep learning algorithm is trained to diagnose AMD, …"
Joint Learning of Multi-Level Tasks for Diabetic Retinopathy Grading on Low-Resolution Fundus Images,4, 2021,"X Wang, M Xu, J Zhang, L Jiang, L Li… - IEEE Journal of …, 2021 - ieeexplore.ieee.org",ieeexplore.ieee.org, IEEE Journal of …,https://ieeexplore.ieee.org/abstract/document/9573274/,"… Then, based on our findings, we propose a hierarchical deep multi-task learning based DR 
grading … Kang, “Diagnostic assessment of deep learning algorithms for diabetic retinopathy …"
Review of Machine Learning Applications Using Retinal Fundus Images,6, 2022,"Y Jeong, YJ Hong, JH Han - Diagnostics, 2022 - mdpi.com",mdpi.com, Diagnostics,https://www.mdpi.com/2075-4418/12/1/134,"… , the deep learning methods of automated screening and diagnosis for diabetic retinopathy 
(… Deep learning was used to classify pulmonary tuberculosis with chest radiographs [2], and …"
TeleOphta: Machine learning and image processing methods for teleophthalmology,344, 2013,"E Decenciere, G Cazuguel, X Zhang, G Thibault… - Irbm, 2013 - Elsevier",Elsevier, Irbm,https://www.sciencedirect.com/science/article/pii/S1959031813000237,"… machine learning methods to classify each examination into “normal” or “to be referred”. The 
main pathology that is taken into account is diabetic retinopathy, … to produce a diagnostic. …"
Quantitative Imaging Biomarkers in Age-Related Macular Degeneration and Diabetic Eye Disease: A Step Closer to Precision Medicine,6, 2021,"G Kalra, SS Kar, DD Sevgi, A Madabhushi… - Journal of Personalized …, 2021 - mdpi.com",mdpi.com, Journal of Personalized …,https://www.mdpi.com/1348622,"… models to create automated diagnostic and clinical decision … that utilize artificial intelligence 
and deep learning are also … pathologies other than diabetic eye disease and AMD were …"
Statistical classifiers on local binary patterns for optical diagnosis of diabetic retinopathy,2, 2018,"S Mukhopadhyay, S Pratiher… - … Solutions for Better …, 2018 - spiedigitallibrary.org",spiedigitallibrary.org, … Solutions for Better …,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/10685/106852Y/Statistical-classifiers-on-local-binary-patterns-for-optical-diagnosis-of/10.1117/12.2305447.short,"… diabetic retinopathy. After extracting the discriminative textures as binary numbers, state of art 
machine learning … in multiclass classifications of in vivo diabetic retinopathy images. Here it …"
Deep Learning vs. Human Graders for Classifying Severity Levels of Diabetic Retinopathy in a Real-World Nationwide Screening Program,10, 2018,"P Raumviboonsuk, J Krause… - arXiv preprint arXiv …, 2018 - arxiv.org",arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/1810.08290,"… diagnostic accuracy of DL algorithms should be compared with human graders who routinely 
grade retinal … who had other retinal diseases that precluded classification of severity of DR …"
Development and evaluation of a deep learning model for the detection of multiple fundus diseases based on colour fundus photography,18, 2022,"B Li, H Chen, B Zhang, M Yuan, X Jin, B Lei… - British Journal of …, 2022 - bjo.bmj.com",bjo.bmj.com, British Journal of …,https://bjo.bmj.com/content/106/8/1079.abstract,"… Methods Diagnostic performance of a DLS was tested on the … diabetic retinopathy, pathologic 
myopic retinal degeneration, … Deep learning system (DLS)-based diagnosing and grading …"
Computerized diabetic retinopathy diagnosis with optimized random forest,2, 2019,"X Lai, LV Lili, Z Huang - Journal of Medical Imaging and Health …, 2019 - ingentaconnect.com",ingentaconnect.com, Journal of Medical Imaging and Health …,https://www.ingentaconnect.com/contentone/asp/jmihi/2019/00000009/00000002/art00008,"… Hence, we explore a machine learning approach to the extraction of texture features for 
classification and the … Normal retina, non-proliferative diabetic retinopathy and proliferative …"
Deep learning applications in ophthalmology,94, 2018,"E Rahimy - Current opinion in ophthalmology, 2018 - journals.lww.com",journals.lww.com, Current opinion in ophthalmology,https://journals.lww.com/co-ophthalmology/fulltext/2018/05000/deep_learning_applications_in_ophthalmology.11.aspx,"… , artificial intelligence is already augmenting diagnostic … a deep learning algorithm for 
detecting diabetic retinopathy. … algorithms to solve a two-class AMD classification problem, …"
Automatic Microaneurysms Detection for Early Diagnosis of Diabetic Retinopathy Using Improved Discrete Particle Swarm Optimization,4, 2022,"U Bhimavarapu, G Battineni - Journal of Personalized Medicine, 2022 - mdpi.com",mdpi.com, Journal of Personalized Medicine,https://www.mdpi.com/1507762,"… in many areas by using deep learning algorithms. In medical imaging, including retinal 
images, several deep learning algorithms for the classification or detection of certain disease …"
Detecting grades of diabetic retinopathy by extraction of retinal lesions using digital fundus images,2, 2021,"A Dutta, P Agarwal, A Mittal, S Khandelwal - Research on Biomedical …, 2021 - Springer",Springer, Research on Biomedical …,https://link.springer.com/article/10.1007/s42600-021-00177-w,"… ), and its variants are also used to diagnose and classify the severity of DR accurately in … 
binary as well as multiclass classification through various machine learning models. Various pre-…"
Detection of Diabetic Retinopathy Using Deep Learning-Based Framework,1, 2022,"I Ahmad, VP Singh, S Agarwal - Machine Intelligence and Smart Systems, 2022 - Springer",Springer, Machine Intelligence and Smart Systems,https://link.springer.com/chapter/10.1007/978-981-16-9650-3_17,"… a deep learning-based framework for the detection and classification of diabetic retinopathy, 
… encouraging, and it can assist to the doctors and radiologist in the early diagnosis of DR. …"
Fundus image classification using VGG-19 architecture with PCA and SVD,224, 2018,"M Mateen, J Wen, S Song, Z Huang - Symmetry, 2018 - mdpi.com",mdpi.com, Symmetry,https://www.mdpi.com/383904,"… retinal abnormality detection and classification approach: Computer aided detection for 
diabetic retinopathy by machine learning … images for the diagnosis of diabetic retinopathy. In …"
A comprehensive set of novel residual blocks for deep learning architectures for diagnosis of retinal diseases from optical coherence tomography images,6, 2021,"SA Kamran, S Saha, AS Sabbir, A Tavakkoli - Deep Learning Applications …, 2021 - Springer",Springer, Deep Learning Applications …,https://link.springer.com/chapter/10.1007/978-981-15-6759-9_2,"… Diabetic Retinopathy and other retinal … deep learning classification models on SD-OCT 
images and the developments and contributions we achieved with our proposed deep learning …"
Optic-net: A novel convolutional neural network for diagnosis of retinal diseases from optical tomography images,28, 2019,"SA Kamran, S Saha, AS Sabbir… - … On Machine Learning …, 2019 - ieeexplore.ieee.org",ieeexplore.ieee.org, … On Machine Learning …,https://ieeexplore.ieee.org/abstract/document/8999264/,"… of every diabetic patient develops Diabetic Retinopathy (DR). … help diagnose Diabetic 
Retinopathy and other related Retinal … propose for the classification of retinal diseases from …"
"Artificial intelligence for diabetic retinopathy screening, prediction and management",46, 2020,"DV Gunasekeran, DSW Ting, GSW Tan… - Current opinion in …, 2020 - journals.lww.com",journals.lww.com, Current opinion in …,https://journals.lww.com/co-ophthalmology/Fulltext/2020/09000/Artificial_intelligence_for_diabetic_retinopathy.9.aspx?context=LatestArticles,"… For example, the diagnosis of diabetic retinopathy is only … of deep learning algorithms in 
detecting diabetic retinopathy (… variations in diabetic retinopathy classification practices and …"
"Fundus retinal image analyses for screening and diagnosing diabetic retinopathy, macular edema, and glaucoma disorders",21, 2020,"RJ Chalakkal, WH Abdulla, SC Hong - Diabetes and Fundus OCT, 2020 - Elsevier",Elsevier, Diabetes and Fundus OCT,https://www.sciencedirect.com/science/article/pii/B9780128174401000036,"… be screened and diagnosed using fundus retinal images. In this … machine learning and 
deep learning approaches have become very common. These methods offer better classification …"
Diabetic retinopathy fundus image classification using discrete wavelet transform,13, 2018,"M Ur Rehman, Z Abbas, SH Khan… - 2018 2nd International …, 2018 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2018 2nd International …,https://ieeexplore.ieee.org/abstract/document/8448628/,"… retinal abnormality detection and classification approach: Computer aided detection for 
diabetic retinopathy by machine learning … as diagnostic tool for diabetic retinopathy,” in Digital …"
An efficient automated system for detection of diabetic retinopathy from fundus images using support vector machine and bayesian classifiers,31, 2012,"K Narasimhan, VC Neha… - … Electronics and Electrical …, 2012 - ieeexplore.ieee.org",ieeexplore.ieee.org, … Electronics and Electrical …,https://ieeexplore.ieee.org/abstract/document/6203804/,"… for detection and classification of vascular abnormalities in diabetic retinopathy. The vascular 
… tele diagnosis database. A computer program based on machine learning was developed …"
Microaneurysm detection using principal component analysis and machine learning methods,61, 2018,"W Cao, N Czarnek, J Shan, L Li - IEEE transactions on …, 2018 - ieeexplore.ieee.org",ieeexplore.ieee.org, IEEE transactions on …,https://ieeexplore.ieee.org/abstract/document/8364584/,"… These patches were then classified as either MA or non-MA using the high-… diagnosis of 
diabetic retinopathy using the publicly available database DIARETDB1. The machine learning …"
Neural networks with manifold learning for diabetic retinopathy detection,4, 2016,"AR Rajanna, K Aryafar, R Ramchandran… - arXiv preprint arXiv …, 2016 - arxiv.org",arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/1612.03961,"… diagnosis of retinal images have recently gained increasing attention in the machine learning 
… a set of neural networks for diabetic retinopathy classification of fundus retinal images. We …"
Fundamental principles of an effective diabetic retinopathy screening program,22, 2020,"P Lanzetta, V Sarao, PH Scanlon, J Barratt, M Porta… - Acta …, 2020 - Springer",Springer, Acta …,https://link.springer.com/article/10.1007/s00592-020-01506-8,"… The diagnostic performance of artificial intelligence (AI)-… Deep learning (DL) is an AI-based 
application whereby … , the Scottish Diabetic Retinopathy Grading Scheme was chosen …"
Microaneurysm detection in fundus images using small image patches and machine learning methods,19, 2017,"W Cao, J Shan, N Czarnek, L Li - 2017 IEEE International …, 2017 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2017 IEEE International …,https://ieeexplore.ieee.org/abstract/document/8217671/,"… been successfully applied to various classification and recognition tasks [8]–[… diagnosis of 
diabetic retinopathy using the publicly available database DIARETDB1. The machine learning …"
Hard exudate detection based on deep model learned information and multi-feature joint representation for diabetic retinopathy screening,35, 2020,"H Wang, G Yuan, X Zhao, L Peng, Z Wang, Y He… - Computer methods and …, 2020 - Elsevier",Elsevier, Computer methods and …,https://www.sciencedirect.com/science/article/pii/S0169260719302081,"… : Diabetic retinopathy (DR), which is generally diagnosed by … Deep learning methods are 
scarce in this domain because … and image classification by training different networks separately…"
